Ticker,Sector,Industry,MarketCap,PE,ForwardPE,PB,PS,PEG,EPS,RevenueGrowth,EarningsGrowth,ROE,ROA,GrossMargin,OperatingMargin,NetMargin,DebtEquity,CurrentRatio,DivYield,Beta,ShortFloat,InstOwnership
FGBIP,Financial Services,Banks - Regional,,6.765271,,1.439902,,,2.603,0.034,2.554,-0.23281,-0.01392,0.0,0.1481,0.0,,,9.58,0.292,,
FGI,Consumer Cyclical,"Furnishings, Fixtures & Appliances",6912504.0,,inf,0.3498202,0.050956838,,-2.06,-0.007,,-0.22267,-0.02544,0.26426,0.01031,-0.02885,141.673,1.191,,1.462,0.0113,0.00456
FGII,Financial Services,Shell Companies,285927200.0,,,,,,,,,,,0.0,0.0,0.0,,,,,,0.06515
FGIIU,Financial Services,Shell Companies,,,,,,,,,,,,0.0,0.0,0.0,,,,,,
FGIIW,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,
FGIWW,,,,,,0.0034204642,,,,-0.007,,-0.22267,-0.02544,0.26426,0.01031,-0.02885,141.673,1.191,,1.462,,
FGL,Industrials,Engineering & Construction,1840404.0,,,0.17436142,0.01595205,,-7.59,0.822,,-0.35327,-0.03043,0.08562,-0.00866,-0.046529997,367.356,1.076,,,,0.00892
FGM,,,,9.391539,,,,,,,,,,,,,,,0.6,,,
FGMC,Financial Services,Shell Companies,104090536.0,101.1,,459.54544,,,0.1,,,,,0.0,0.0,0.0,,1.471,,,0.0032,0.74972
FGMCR,,,,,,22.5,,,,,,,,0.0,0.0,0.0,,1.471,,,,
FGMCU,Financial Services,Shell Companies,110062096.0,,,485.9091,,,,,,,,0.0,0.0,0.0,,1.471,,,,0.03624
FGNX,Financial Services,Asset Management,44641212.0,,-1.8786206,0.26001298,2.5582356,,-27.3,1.282,,-0.077080004,-0.05173,-0.46091998,16.92032,-0.93289,0.83,19.778,,1.291,0.048899997,0.26497
FGNXP,Financial Services,Asset Management,,,,0.92484057,,,,1.282,,-0.077080004,-0.05173,-0.46091998,16.92032,-0.93289,0.83,19.778,8.26,1.291,,
FGSI,,,,25.988617,,,,,,,,,,,,,,,,,,
FHB,Financial Services,Banks - Regional,2924420352.0,10.818181,10.050124,1.0544037,3.4260328,,2.2,0.155,0.365,0.10257,0.0115600005,0.0,0.43206,0.32365,,,4.37,0.716,0.1233,1.09272
FHTX,Healthcare,Biotechnology,293501248.0,,-5.4858847,-2.6109662,9.495657,,-1.18,2.238,,,-0.21290001,-1.76508,-2.1191702,-2.40328,,2.733,,3.116,0.0299,0.71782
FIBK,Financial Services,Banks - Regional,3284322560.0,11.047619,11.0215645,0.9526883,3.1824832,,2.94,0.344,1.155,0.089499995,0.010829999,0.0,0.47401002,0.29273,,,5.79,0.758,0.0971,0.99197
FICS,,,,16.794615,,,,,,,,,,,,,,,1.74,,,
FID,,,,13.580039,,,,,,,,,,,,,,,3.94,,,
FIEE,Technology,Communication Equipment,41679268.0,,,18.388887,21.00071,,-0.12,,,-0.66842,-0.13435,0.83049005,-0.05187,-0.56378,9.032,1.463,,5.489,0.0127,1.0000001e-05
FIGG,,,,,,,,,,,,,,,,,,,,,,
FIGR,Financial Services,Capital Markets,7418652672.0,77.93182,27.709093,6.038035,17.17062,,0.44,0.991,,0.16779,0.03293,1.0,0.13109,0.30982,76.519,2.2,,,0.091400005,0.56301
FIGX,Financial Services,Shell Companies,196763712.0,,,-35.739433,,,,,,,,0.0,0.0,0.0,,9.322,,,0.0001,0.85409
FIGXU,Financial Services,Shell Companies,,,,-35.950703,,,,,,,,0.0,0.0,0.0,,9.322,,,,0.13626
FIGXW,,,,,,-0.8454225,,,,,,,,0.0,0.0,0.0,,9.322,,,,
FINW,Financial Services,Banks - Regional,208799648.0,13.530973,7.4676437,1.0807945,2.2672694,,1.13,0.69,0.413,0.08771,0.01868,0.0,0.18831,0.17473,,,,0.828,0.0087,0.29596
FINX,,,,21.278065,,,,,,,,,,,,,,,0.7,,,
FIP,Industrials,Conglomerates,548278848.0,,-3.5151513,25.35519,1.0910587,,-2.26,0.777,,-0.36032,0.0051599997,0.40383,0.04162,-0.41272998,408.3,1.181,2.59,1.987,0.1909,0.86101997
FISI,Financial Services,Banks - Regional,615793408.0,8.473684,7.371084,0.9902561,2.6393218,,3.61,,,0.125,0.01208,0.0,0.41197,0.32088003,,,4.09,0.678,0.0209,0.81928
FITBI,Financial Services,Banks - Regional,17922189312.0,7.355728,,1.019377,2.2055364,,3.483,-0.01,-0.012,0.12485,0.011,0.0,0.38489,0.28452,,,9.23,1.256,,0.00106
FITBM,Financial Services,Banks - Regional,,,,0.8522482,,,,0.116,0.209,0.121929996,0.0117999995,0.0,0.41089,0.30186,,,1.67,0.967,,
FITBO,Financial Services,Banks - Regional,,5.5297155,,0.6381921,,,3.483,0.116,0.209,0.121929996,0.0117999995,0.0,0.41089,0.30186,,,6.43,0.967,,0.0051499996
FITBP,Financial Services,Banks - Regional,,6.70112,,0.77338547,,,3.483,0.116,0.209,0.121929996,0.0117999995,0.0,0.41089,0.30186,,,6.43,0.967,,0.0
FIVE,Consumer Cyclical,Specialty Retail,12543823872.0,40.82944,25.27178,5.7265882,2.6329632,,5.57,0.243,0.263,0.17924999,0.06163,0.35991,0.17986,0.075279996,92.655,2.009,,1.108,0.0399,1.05965
FIVN,Technology,Software - Infrastructure,1214695168.0,34.511112,4.2631106,1.5255402,1.0570949,,0.45,0.078,0.737,0.05599,0.01467,0.5524,0.08672,0.0343,102.454,4.506,,1.348,0.1204,1.01958
FIVY,,,,37.842022,,,,,,,,,,,,,,,51.91,,,
FIXD,,,,21.889122,,,,,,,,,,,,,,,4.5,,,
FIZZ,Consumer Defensive,Beverages - Non-Alcoholic,3191918336.0,17.045,16.941654,5.35417,2.6664627,,2.0,-0.009,0.048,0.37949002,0.21409,0.3738,0.19331,0.15713,10.603,4.408,,0.719,0.1267,0.25581
FJP,,,,11.5558405,,,,,,,,,,,,,,,2.19,,,
FKU,,,,13.07337,,,,,,,,,,,,,,,2.63,,,
FKWL,Technology,Communication Equipment,41716352.0,177.0,6.6792455,1.187521,1.0531583,,0.02,-0.331,1.333,0.00828,-0.03079,0.19048999,0.00408,0.00472,3.124,3.388,,0.214,0.0028,0.16588
FLD,Financial Services,Capital Markets,57804300.0,,-7.25,0.8916218,1.8181071,,-1.65,,,,-0.12776,-0.4902,-0.9025,-2.1888099,124.903,0.858,,0.222,0.0125,0.25588
FLDB,,,,,,,,,,,,,,,,,,,4.38,,,
FLDDW,,,,,,0.09607994,,,,,,,-0.12776,-0.4902,-0.9025,-2.1888099,124.903,0.858,,0.222,,
FLEX,Technology,Electronic Components,22793875456.0,27.641254,16.882029,4.424982,0.84940845,,2.23,0.077,-0.045,0.1685,0.04531,0.09268,0.05667,0.03175,97.989,1.396,,1.248,0.0277,1.0286
FLGT,Healthcare,Diagnostics & Research,484387104.0,,-10.445641,0.43351874,1.5011795,,-1.97,0.093,,-0.05513,-0.0458,0.4056,-0.41175,-0.18754,0.726,6.479,,0.952,0.0889,0.59022
FLL,Consumer Cyclical,Resorts & Casinos,83944728.0,,-5.6585364,33.142857,0.27761704,,-1.12,0.034,,-1.8681101,0.00328,0.51523995,-0.01112,-0.13294,21063.79,0.721,,1.327,0.024300002,0.40625
FLN,,,,10.636844,,,,,,,,,,,,,,,2.87,,,
FLNA,Healthcare,Biotechnology,86471128.0,,,1.1623377,,,-1.88,,,-0.82663,-0.27226,0.0,0.0,0.0,,2.229,,-0.84,0.1489,0.28985
FLNC,Utilities,Utilities - Renewable,2782940928.0,,69.68818,5.1567826,1.0908035,,-0.39,1.544,,-0.14458999,-0.01437,0.117139995,-0.12658,-0.020350002,82.778,1.483,,2.991,0.3,0.92584
FLNT,Communication Services,Advertising Agencies,114099304.0,,-26.551723,6.2601624,0.5465468,,-1.05,-0.055,,-1.25869,-0.13371,0.24545,0.01516,-0.13013,206.836,1.037,,1.049,0.0053,0.32326
FLUX,Industrials,Electrical Equipment & Parts,25821566.0,,-12.736843,3.4277623,0.4248715,,-0.3,-0.161,,-2.1166902,-0.07872,0.32446,0.0563,-0.08357,77.004,1.249,,1.56,0.0392,0.36153
FLWS,Consumer Cyclical,Specialty Retail,192838064.0,,-4.9752064,0.6656347,0.12162948,,-3.32,-0.095,0.1,-0.54167,-0.045879997,0.37629002,0.10848,-0.13407,88.965,1.254,,1.225,0.4577,0.83011
FLX,Industrials,Integrated Freight & Logistics,184226464.0,11.260869,6.333042,1.4577956,0.04614814,,0.23,-0.027,,0.1383,0.02293,0.117510006,0.0029,0.027409999,2.706,2.349,,,,0.12726
FLXS,Consumer Cyclical,"Furnishings, Fixtures & Appliances",231995184.0,11.8579235,10.382776,1.2971487,0.5073472,,3.66,0.09,-0.272,0.12284,0.08127,0.23080999,0.07609,0.04577,31.238,3.011,1.84,0.474,0.0167,0.72253996
FLY,Industrials,Aerospace & Defense,3697810944.0,,-31.707016,3.1080174,23.13228,,-2.67,5.384,,-0.56513,-0.13808,0.19184,-1.4844,-2.08916,25.934,4.51,,,0.040900003,0.37905997
FLYE,Consumer Cyclical,Auto Manufacturers,2905647.0,,,0.18992744,0.14552689,,-22.98,-0.427,,-0.53234,-0.10451999,0.38487998,-0.26822,-0.38833,99.993,1.946,,,0.044699997,0.01036
FLYW,Technology,Software - Infrastructure,1454531840.0,108.27273,9.857231,1.7391939,2.3346283,,0.11,0.34,,0.01636,0.010880001,0.6142,-0.01043,0.021659998,0.447,1.499,,1.279,0.049099997,0.95345
FMAO,Financial Services,Banks - Regional,343886112.0,10.292181,8.468407,0.9160166,2.8806489,,2.43,0.2,0.193,0.09435,0.0098,0.0,0.44829,0.27902,,,3.6,0.84,0.0062,0.3366
FMB,,,,,,,,,,,,,,,,,,,3.37,,,
FMBH,Financial Services,Banks - Regional,1050661056.0,10.29765,8.214219,0.9867894,3.0966003,,3.83,0.051,0.238,0.101660006,0.011849999,0.0,0.39583,0.27041,,,2.53,0.848,0.0136,0.44764
FMED,,,,30.844238,,,,,,,,,,,,,,,0.0,,,
FMET,,,,23.890276,,,,,,,,,,,,,,,0.88,,,
FMFC,Consumer Cyclical,Footwear & Accessories,10797000.0,59.0,,24.583332,0.6282192,,0.01,0.285,,0.76728,0.02315,0.19534001,-0.0743,0.012200001,1390.397,0.978,,,0.0215,0.0099
FMHI,,,,,,,,,,,,,,,,,,,4.15,,,
FMNB,Financial Services,Banks - Regional,744095680.0,8.682758,6.854797,0.975969,4.099588,,1.45,0.067,0.034,0.12242,0.01053,0.0,0.50025004,0.30074,,,5.4,0.814,0.081199996,0.29009
FMST,Basic Materials,Other Industrial Metals & Mining,25387262.0,,-3.9545455,1.0090972,,,-0.1,,,-0.11179,-0.07966,0.0,0.0,0.0,,3.227,,2.958,0.0072000003,0.03266
FMSTW,,,,,,0.5248465,,,,,,-0.11179,-0.07966,0.0,0.0,0.0,,3.227,,2.958,,
FMTM,,,,24.232563,,,,,,,,,,,,,,,,,,
FMUB,,,,,,,,,,,,,,,,,,,3.4,,,
FMUN,,,,,,,,,,,,,,,,,,,3.14,,,
FNGR,Communication Services,Telecom Services,69860688.0,,38.0,4.269663,2.1078258,,-0.09,-0.321,,-0.41306,-0.08369,0.05406,-0.29358998,-0.16073999,2.592,1.166,,-0.714,0.022,0.01984
FNK,,,,11.483249,,,,,,,,,,,,,,,1.42,,,
FNKO,Consumer Cyclical,Leisure,186848304.0,,23.241379,1.0035735,0.2057327,,-1.24,-0.07,,-0.3233,-0.04088,0.38676998,0.021879999,-0.07417,157.296,1.191,,0.393,0.1312,0.78220004
FNLC,Financial Services,Banks - Regional,302946176.0,8.7557,,1.0653983,3.262151,,3.07,0.228,0.411,0.12842,0.010880001,0.0,0.51136,0.37036,,,5.46,0.536,0.0056,0.52266
FNUC,Basic Materials,Other Industrial Metals & Mining,52636672.0,,,0.36402917,,,-2.34,,,-0.34939998,-0.14877,0.0,0.0,0.0,,3.185,,0.55,0.0505,0.06236
FNWB,Financial Services,Banks - Regional,80522896.0,,8.728205,0.4777678,1.3295505,,-0.48,0.636,,-0.02694,-0.00193,0.0,0.35923,-0.0692,,,3.29,0.567,0.0058,0.44324002
FNWD,Financial Services,Banks - Regional,166156800.0,20.425533,12.673268,0.9512485,2.5081787,,1.88,-0.019,-0.056,0.0496,0.00396,0.0,0.13465,0.12208,,,1.26,0.337,0.0424,0.48749
FNX,,,,14.580793,,,,,,,,,,,,,,,0.82,,,
FNY,,,,22.842854,,,,,,,,,,,,,,,0.03,,,
FOFO,Industrials,Consulting Services,29065392.0,19.227272,,5.0841346,9.322978,,0.22,4.547,,,,0.77099,0.36137,0.54303,,18.19,,,0.0021,0.0021
FOLD,Healthcare,Biotechnology,4531030016.0,,15.716387,16.360544,7.1443686,,-0.09,0.237,-0.955,-0.11578,0.02485,0.88501,0.0861,-0.04275,161.304,2.843,,0.492,0.060900003,1.04177
FONR,Healthcare,Diagnostics & Research,115806088.0,15.982608,,0.6805643,1.0921875,,1.15,0.024,0.011,0.06014,0.03161,0.408,0.11743,0.07125,24.438,10.0,,1.017,0.0183,0.42034
FORA,Healthcare,Health Information Services,64630280.0,,23.111109,2.0737786,2.2994444,,-0.02,0.656,,-0.029409999,-0.04745,0.55404997,-0.060539998,-0.03033,0.058,3.87,,1.027,0.005,0.13007
FORM,Technology,Semiconductor Equipment & Materials,7185592832.0,133.65218,41.333683,6.9156356,9.153703,,0.69,0.136,1.318,0.054819997,0.03308,0.39183998,0.13552,0.06925,3.125,4.497,,1.05,0.044899996,0.99444
FORR,Industrials,Consulting Services,114288960.0,,6.5735054,0.89556724,0.28796276,,-6.28,-0.065,,-0.67045,0.01275,0.56986,-0.00342,-0.30074,56.823,0.886,,0.972,0.7655,0.57354
FORTY,Technology,Information Technology Services,2000913024.0,27.473684,,2.5689483,0.66342413,,4.75,-0.005,-0.276,0.13605,0.057600003,0.24510999,0.07831,0.02379,40.491,1.597,1.89,0.234,0.0,0.12558
FOSL,Consumer Cyclical,Footwear & Accessories,232838304.0,,21.567568,2.1673005,0.23181692,,-1.45,-0.18,,-0.69653,0.01984,0.56068003,0.04464,-0.07796,365.357,1.55,,1.762,0.1099,0.5698
FOXF,Consumer Cyclical,Auto Parts,672180672.0,,9.403508,1.0029941,0.45810065,,-13.03,0.023,,-0.58223,0.01994,0.30208,0.04531,-0.37113997,116.464,2.864,,1.51,0.076799996,1.02741
FOXX,Technology,Consumer Electronics,29421806.0,,,-2.473498,0.47251227,,-2.36,-0.044,,,-0.14807999,0.114779994,-0.13295999,-0.24618,,0.584,,-0.279,0.0092,0.0064600003
FOXXW,,,,,,-0.058892816,,,,-0.044,,,-0.14807999,0.114779994,-0.13295999,-0.24618,,0.584,,-0.279,,
FPA,,,,11.398581,,,,,,,,,,,,,,,3.54,,,
FPXE,,,,21.153233,,,,,,,,,,,,,,,1.08,,,
FPXI,,,,18.196913,,,,,,,,,,,,,,,0.61,,,
FRAF,Financial Services,Banks - Regional,217201776.0,10.2257395,7.6814585,1.2394518,2.5278654,,4.74,0.547,11.993,0.13268,0.00957,0.0,0.348,0.24704,,,2.72,-0.116,0.0187,0.35618
FRBA,Financial Services,Banks - Regional,388354528.0,8.893679,7.5365386,0.865347,2.8701096,,1.74,0.004,0.205,0.10241,0.01128,0.0,0.45413,0.32266,,,1.75,0.667,0.0058999998,0.57612
FRD,Basic Materials,Steel,123751984.0,7.8378377,,0.870174,0.21177715,,2.22,1.802,,0.11617,0.04685,0.1259,0.21646999,0.026789999,,3.594,0.92,1.58,0.0216,0.53445
FRDD,,,,,,,,,,,,,,,,,,,,,,
FRDU,,,,8.079483,,,,,,,,,,,,,,,,,,
FRGT,Technology,Software - Application,1611174.0,0.019288389,-0.28611112,3.3881578,0.121478565,,53.4,0.302,,,,-0.24430999,-0.54327,-0.40286,52.747,0.945,,0.818,0.2183,0.07071
FRHC,Financial Services,Financial Conglomerates,8490798592.0,13876.0,30.835554,6.0862317,5.70256,,0.01,-0.141,-0.031,0.00225,0.00028,0.77793,0.10589,0.00179,155.891,1.222,,0.853,0.053400002,0.03877
FRME,Financial Services,Banks - Regional,2317638912.0,9.422681,8.046961,0.85281086,3.611734,,3.88,-0.046,-0.109,0.09473,0.01211,0.0,0.42695,0.35219002,,,3.94,0.908,0.0179,0.71249
FRMEP,Financial Services,Banks - Regional,,6.6824145,,0.5938885,,,3.81,-0.046,-0.109,0.09473,0.01211,0.0,0.42695,0.35219002,,,7.37,0.908,,7.112
FRMI,,,4420982784.0,,19.47367,13.688212,,,,,,,,,,,,,,,,
FRMM,Technology,Software - Application,53424372.0,,,0.10114463,12.998096,,-182.51,,,-0.96472,-0.27787,1.0,-53.64606,0.0,122.83,10.073,,1.01,0.1554,0.26775998
FROG,Technology,Software - Application,5056714752.0,,38.713753,5.697533,9.507962,,-0.62,0.252,,-0.08648,-0.04325,0.76788,-0.13675,-0.13504,1.404,2.142,,1.263,0.051599998,0.85852
FRPH,Real Estate,Real Estate Services,397411712.0,83.16,49.500004,0.92882997,12.02456,,0.25,0.097,-0.571,0.00971,0.00071999995,0.65737,0.04901,0.14006,40.099,14.772,,0.534,0.0152,0.57626
FRPT,Consumer Defensive,Packaged Foods,3166150144.0,24.44697,31.83482,2.6148612,2.8730555,,2.64,0.086,0.792,0.12291,0.03502,0.408,0.15632,0.12626,40.953,5.544,,1.673,0.1269,1.1965001
FRSH,Technology,Software - Application,2281605632.0,12.746032,11.612268,2.2042272,2.7200537,,0.63,0.145,,0.16929,0.00529,0.84961,0.17839001,0.21903,4.116,2.203,,0.928,0.0949,0.83844
FRST,Financial Services,Banks - Regional,315113120.0,5.124498,5.9348836,0.745153,1.4913208,,2.49,12.592,,0.14682999,0.01495,0.0,0.51417,0.29079,,,3.13,0.741,0.0083,0.88879997
FRSX,Consumer Cyclical,Auto Parts,3381891.0,,-9.28,40.0,7.48206,,-11.48,0.041,,-1.46175,-0.66566,0.59292,-23.05469,0.0,27.769,4.024,,0.201,0.0559,0.014730001
FRWD,,,,40.00645,,,,,,,,,,,,,,,,,,
FSBC,Financial Services,Banks - Regional,777236928.0,12.5379305,9.247203,1.7426312,5.2254734,,2.9,0.201,0.326,0.14625,0.013990001,0.0,0.5787,0.41419,,,2.75,0.51,0.0227,0.59039
FSBW,Financial Services,Banks - Regional,278483872.0,8.634033,7.178295,0.89134884,1.9455758,,4.29,0.064,0.205,0.11052,0.01071,0.0,0.32255,0.23297001,,,3.13,0.678,0.0116,0.67385
FSCS,,,,15.788472,,,,,,,,,,,,,,,0.71,,,
FSEA,Financial Services,Banks - Regional,60685928.0,,,0.8901228,4.1134634,,-0.5,0.198,7.0,-0.03359,-0.00358,0.0,-0.0173,-0.14682001,,,,-0.032,0.00090000004,0.23316
FSGS,,,,19.122614,,,,,,,,,,,,,,,0.0,,,
FSHP,Financial Services,Shell Companies,96872592.0,42.038464,,-19.10839,,,0.26,,0.137,,,0.0,0.0,0.0,,0.045,,,0.0005,0.54065
FSHPR,,,,,,-0.25874126,,,,,0.137,,,0.0,0.0,0.0,,0.045,,,,
FSHPU,Financial Services,Shell Companies,68233400.0,,,-19.178322,,,,,0.137,,,0.0,0.0,0.0,,0.045,,,,0.025729999
FSLY,Technology,Software - Application,3825360128.0,,69.21366,4.108249,6.130208,,-0.83,0.228,,-0.12843001,-0.050229996,0.57082003,-0.087419994,-0.19499001,46.278,2.612,,0.919,0.1126,0.79064006
FSTR,Industrials,Railroads,292147520.0,40.739132,15.881356,1.6255133,0.5410049,,0.69,0.251,,0.0418,0.04779,0.21441999,0.062470004,0.01397,40.573,1.869,,0.989,0.0201,0.80333
FSUN,Financial Services,Banks - Regional,991557504.0,10.233429,7.1197987,0.85860044,2.512371,,3.47,0.108,0.533,0.08925,0.01181,0.0,0.33973998,0.24815,,,,0.314,0.069299996,0.3952
FSV,Real Estate,Real Estate Services,6173477888.0,42.350155,19.75732,4.460874,1.1229609,,3.17,0.013,0.195,0.10902,0.05163,0.33582002,0.05945,0.02638,74.342,1.705,0.91,0.913,,0.8007
FSZ,,,,19.992945,81.23568,,,,,,,,,,,,,,1.66,,,
FTA,,,,14.762561,,,,,,,,,,,,,,,1.71,,,
FTAG,,,,19.992102,,,,,,,,,,,,,,,1.21,,,
FTAI,Industrials,Rental & Leasing Services,23594932224.0,49.898045,20.738836,70.62634,9.410086,,4.61,0.327,0.298,2.4116201,0.11441,0.40087003,0.28505,0.19983,1046.368,5.283,0.59,1.569,0.0473,0.99991995
FTAIM,Industrials,Rental & Leasing Services,,,,8.326681,,,,0.327,0.298,2.4116201,0.11441,0.40087003,0.28505,0.19983,1046.368,5.283,8.73,1.569,,0.061929997
FTAIN,Industrials,Rental & Leasing Services,,,,7.7371817,,,-3.468,0.327,0.298,2.4116201,0.11441,0.40087003,0.28505,0.19983,1046.368,5.283,8.22,1.569,,0.13875
FTC,,,,31.399666,,,,,,,,,,,,,,,0.2,,,
FTCI,Technology,Solar,71937904.0,,10.678044,-1.7848881,0.7216378,,-5.49,1.489,,,-0.20683001,0.01166,-0.111099996,-0.77163005,,1.295,,1.485,0.1042,0.11148
FTCS,,,,22.507511,,,,,,,,,,,,,,,0.97,,,
FTDR,Consumer Cyclical,Personal Services,4120548096.0,16.707602,11.52511,16.756598,1.9687283,,3.42,0.134,-0.84,1.06029,0.11738,0.5528,0.03002,0.121829994,500.413,1.552,,1.325,0.040599998,1.07217
FTDS,,,,14.989001,,1.1360176,,,,,,,,,,,,,1.44,,,
FTEK,Industrials,Pollution & Treatment Controls,38078256.0,,-24.8,0.9664848,1.4273815,,-0.08,0.372,,-0.056760002,-0.04794,0.46418,-0.19663,-0.08712,1.452,5.092,,1.086,0.0038,0.24781
FTFT,Technology,Software - Application,6158959.0,,,0.14167926,2.3104308,,-80.52,0.29,,-1.43875,-0.41173,0.18906,-1.08954,0.0,5.776,5.139,,1.591,0.0119,0.01153
FTGC,,,,,,,,,,,,,,,,,,,16.18,,,
FTGS,,,,25.85577,,,,,,,,,,,,,,,0.16,,,
FTHI,,,,22.737907,,,,,,,,,,,,,,,8.71,,,
FTHM,Real Estate,Real Estate Services,24937800.0,,-4.528824,0.5694527,0.059148695,,-0.8,0.377,,-0.43824002,-0.113120005,0.07926,-0.01767,-0.047030002,45.156,1.408,,1.81,0.0088,0.121199995
FTLF,Consumer Defensive,Packaged Foods,119172712.0,18.661764,9.296703,2.8446536,1.6889317,,0.68,0.47,-0.571,0.17767,0.096049994,0.41266,0.15031,0.09575,112.84,1.132,,0.342,0.0216,0.58892
FTQI,,,,31.541737,,,,,,,,,,,,,,,11.69,,,
FTRE,Healthcare,Biotechnology,891054976.0,,9.888148,1.5744258,0.32718477,,-10.81,-0.052,,-1.02414,-0.0060799997,0.18499,0.01332,-0.36212003,198.261,0.982,,1.781,0.1521,1.0389
FTRI,,,,17.742764,,,,,,,,,,,,,,,1.94,,,
FTRK,Communication Services,Entertainment,11656600.0,,,0.95770603,6.8461394,,-0.08,37.448,,-0.29455,-0.14048,0.27934,-1.6674,-0.96708,0.022,6.834,,,0.0431,0.00391
FTSL,,,,,,,,,,,,,,,,,,,6.64,,,
FTSM,,,,,,,,,,,,,,,,,,,4.23,,,
FTXG,,,,18.283943,,,,,,,,,,,,,,,2.57,,,
FTXH,,,,19.886345,,,,,,,,,,,,,,,1.3,,,
FTXL,,,,37.960693,,,,,,,,,,,,,,,0.24,,,
FTXN,,,,18.188148,,,,,,,,,,,,,,,2.28,,,
FTXO,,,,12.036902,,,,,,,,,,,,,,,1.95,,,
FTXR,,,,16.644794,,,,,,,,,,,,,,,1.39,,,
FUFU,Financial Services,Capital Markets,259712384.0,4.0,5.777777,1.1764705,0.5487604,,0.39,1.0,,0.38294998,-0.02118,0.10529,0.02247,0.13541001,64.995,2.582,,0.347,0.008,0.05689
FUFUW,,,,,,0.120588236,,,,1.0,,0.38294998,-0.02118,0.10529,0.02247,0.13541001,64.995,2.582,,0.347,,
FULC,Healthcare,Biotechnology,450883392.0,,-4.2227516,1.2914917,,,-1.18,,,-0.25296,-0.169,0.0,0.0,0.0,1.846,27.397,,3.292,0.084300004,1.01546
FULT,Financial Services,Banks - Regional,3531807232.0,9.4326935,8.567686,1.0703181,2.764808,,2.08,0.022,0.465,0.11711001,0.012200001,0.0,0.39269,0.30656,,,3.87,0.847,0.0766,0.8082
FULTP,Financial Services,Banks - Regional,,11.923566,,1.0212209,,,1.57,0.022,0.465,0.11711001,0.012200001,0.0,0.39269,0.30656,,,6.8,0.847,,
FUNC,Financial Services,Banks - Regional,234504848.0,9.567639,7.6744685,1.151256,2.7287679,,3.77,0.113,-0.07,0.12804,0.01207,0.0,0.4343,0.28526,,,2.88,0.551,0.008,0.48389998
FUND,Financial Services,Asset Management,267865776.0,4.896175,,0.9322651,32.027546,,1.83,0.038,7.641,0.20076,0.01249,1.0,0.58677,6.45993,,3.892,6.47,0.912,0.0005,0.64476997
FUSB,Financial Services,Banks - Regional,84830936.0,14.71,,0.7935909,2.2923563,,1.0,0.101,0.243,0.05867,0.0053100004,0.0,0.28702,0.16192,,,1.9,0.262,0.0014,0.1855
FUSE,Technology,Software - Application,41092336.0,,,-0.46542114,5.1694975,,-0.47,0.019,,,-0.58511,0.56661,-0.67349,-1.0897,,0.114,,0.0,,0.25742
FUSEW,,,,,,-0.029498525,,,,0.019,,,-0.58511,0.56661,-0.67349,-1.0897,,0.114,,0.0,,
FUTG,,,,,,,,,,,,,,,,,,,,,,
FUTU,Financial Services,Capital Markets,18798497792.0,13.198437,10.008774,3.6881568,0.8913868,,10.23,0.531,0.788,0.33083,0.058379997,0.94383,0.691,0.53761,43.353,1.156,,0.377,0.051999997,0.49846
FV,,,,21.243237,,,,,,,,,,,,,,,0.6,,,
FVAV,,,362820512.0,,,-1254.9999,,,,,,,,,,,,,,,,
FVC,,,,21.251535,,,,,,,,,,,,,,,2.48,,,
FVCB,Financial Services,Banks - Regional,264796048.0,12.107437,9.213836,1.035043,4.0232167,,1.21,0.102,0.152,0.090220004,0.00982,0.0,0.45284,0.33513,,,1.64,0.366,0.004,0.49627
FVN,Financial Services,Shell Companies,80871680.0,17.866667,,44.853558,,,0.6,,-0.159,0.43594003,-0.00401,0.0,0.0,0.0,,392.787,,,0.0015,0.72682
FVNNR,,,,,,0.54393303,,,,,-0.159,0.43594003,-0.00401,0.0,0.0,0.0,,392.787,,,,
FVNNU,Financial Services,Shell Companies,,,,44.769875,,,,,-0.159,0.43594003,-0.00401,0.0,0.0,0.0,,392.787,,,,0.00166
FWDI,Consumer Cyclical,Footwear & Accessories,391444736.0,,,0.4512148,11.1846695,,-29.99,3.635,,-1.70718,0.00541,0.5974,0.44865,0.0,0.673,6.242,,0.836,0.0311,0.4368
FWONA,Communication Services,Entertainment,18662877184.0,32.255413,16.713512,2.4059544,4.163962,,2.31,,,0.0769,0.026589999,0.33713,0.13475999,0.123830006,60.639,1.462,,0.717,0.0434,0.91176003
FWONK,Communication Services,Entertainment,20393656320.0,35.246754,38.493725,2.6290805,4.550124,,2.31,,,0.0769,0.026589999,0.33713,0.13475999,0.123830006,60.639,1.462,,0.717,0.0366,1.0042601
FWRD,Industrials,Integrated Freight & Logistics,488144160.0,,58.37736,4.275843,0.1956397,,-3.51,-0.003,,-0.63335997,0.01985,0.19670999,0.03587,-0.0432,1335.899,1.216,,1.336,0.1935,1.0168
FWRG,Consumer Cyclical,Restaurants,744662592.0,39.290325,39.918724,1.1888727,0.60913044,,0.31,0.202,22.903,0.03181,0.01296,0.20236,0.031659998,0.0159,161.201,0.293,,0.923,0.12,1.2138
FXNC,Financial Services,Banks - Regional,233757728.0,13.214285,10.318725,1.2554532,2.6870866,,1.96,0.343,,0.10038,0.00874,0.0,0.33542,0.2035,,,2.63,0.517,0.013300001,0.41723
